Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
Hybrid,call,100,100,0.1,0.2,1,5000000,0,10010,1.525941169,1.366355988,11.94181419,0.04181418658
Hybrid,call,100,100,0.1,0.2,1,5000000,0,25025,1.047097032,0.827939616,11.90365689,0.003656894836
Hybrid,call,100,100,0.1,0.2,1,5000000,0,50050,1.623913641,1.203168528,11.85562969,-0.04437031183
Hybrid,call,100,100,0.1,0.2,1,10000000,0,1001,24.83730193,24.71540883,11.92099126,0.02099125577
Hybrid,call,100,100,0.1,0.2,1,10000000,0,10010,2.802531825,2.64153341,11.911062,0.01106199926
Hybrid,call,100,100,0.1,0.2,1,10000000,0,25025,1.74676069,1.510636041,11.90102546,0.001025459291
Hybrid,call,100,100,0.1,0.2,1,10000000,0,50050,2.396702933,1.960045213,11.9199886,0.01998859758
Hybrid,call,100,100,0.1,0.2,1,25000000,0,1001,61.48932537,61.36988531,11.91848538,0.01848538263
Hybrid,call,100,100,0.1,0.2,1,25000000,0,10010,6.597458869,6.436867606,11.92325365,0.02325365371
Hybrid,call,100,100,0.1,0.2,1,25000000,0,25025,3.855533007,3.648491253,11.9272019,0.02720190335
Hybrid,call,100,100,0.1,0.2,1,25000000,0,50050,3.8478235,3.439069715,11.90867681,0.008676814912
Hybrid,call,100,100,0.1,0.2,1,50000000,0,1001,123.1428396,123.0204208,11.92135389,0.02135389303
Hybrid,call,100,100,0.1,0.2,1,50000000,0,10010,13.03625906,12.87532637,11.91539123,0.01539123133
Hybrid,call,100,100,0.1,0.2,1,50000000,0,25025,6.737909224,6.507181575,11.92539513,0.02539513195
Hybrid,call,100,100,0.1,0.2,1,50000000,0,50050,6.186580499,5.768744405,11.94537485,0.04537485359
Hybrid,call,100,100,0.1,0.2,1,75000000,0,1001,184.6479162,184.5268166,11.92203869,0.0220386871
Hybrid,call,100,100,0.1,0.2,1,75000000,0,10010,19.35593447,19.19216371,11.92600301,0.02600301131
Hybrid,call,100,100,0.1,0.2,1,75000000,0,25025,8.971300489,8.737789224,11.93020561,0.030205613
Hybrid,call,100,100,0.1,0.2,1,75000000,0,50050,7.954489858,7.502816672,11.92489976,0.02489975814
Hybrid,call,100,100,0.1,0.2,1,100000000,0,1001,246.6694008,246.5475748,11.91994123,0.01994122525
Hybrid,call,100,100,0.1,0.2,1,100000000,0,10010,25.58015418,25.42385425,11.92171878,0.02171878291
Hybrid,call,100,100,0.1,0.2,1,100000000,0,25025,10.87708739,10.63095612,11.93065154,0.03065153634
Hybrid,call,100,100,0.1,0.2,1,100000000,0,50050,10.21351546,9.775886323,11.90878781,0.008787810597
Serial,call,100,100,0.1,0.2,1,1000000,0,0,6.488103178,6.48793005,11.60484464,0.004844641963
Serial,call,100,100,0.1,0.2,1,2000000,0,0,12.67292972,12.67290234,11.63803202,0.03803201696
Serial,call,100,100,0.1,0.2,1,5000000,0,0,31.89214018,31.89211666,11.61967552,0.01967552199
Serial,call,100,100,0.1,0.2,1,10000000,0,0,63.79882618,63.79880281,11.61125319,0.01125318693
Serial,call,100,100,0.1,0.2,1,25000000,0,0,158.207481,158.2074712,11.62005565,0.02005565121
Serial,call,100,100,0.1,0.2,1,50000000,0,0,318.6235249,318.6235038,11.61968831,0.01968831315
Serial,call,100,100,0.1,0.2,1,75000000,0,0,482.5114859,482.5114516,11.62155229,0.02155228705
Serial,call,100,100,0.1,0.2,1,100000000,0,0,641.6302091,641.6301897,11.62040843,0.0204084258
OMP,call,100,100,0.1,0.2,1,1000000,0,1,6.477144904,6.476990572,11.61111646,0.01111645538
OMP,call,100,100,0.1,0.2,1,1000000,0,5,4.327319976,4.327293459,11.6310739,0.03107389917
OMP,call,100,100,0.1,0.2,1,1000000,0,10,3.985161514,3.985142603,11.61810957,0.01810957494
OMP,call,100,100,0.1,0.2,1,1000000,0,25,3.844326102,3.844310196,11.61391991,0.01391990514
OMP,call,100,100,0.1,0.2,1,1000000,0,32,3.813776644,3.813764107,11.63646423,0.03646423002
OMP,call,100,100,0.1,0.2,1,1000000,0,50,3.956770529,3.956759551,11.627734,0.02773399713
OMP,call,100,100,0.1,0.2,1,1000000,0,64,3.897972682,3.897954995,11.62079789,0.02079788883
OMP,call,100,100,0.1,0.2,1,1000000,0,100,3.846473162,3.8464607,11.62857898,0.02857898377
OMP,call,100,100,0.1,0.2,1,1000000,0,125,4.044273748,4.044257848,11.62171878,0.02171878045
OMP,call,100,100,0.1,0.2,1,2000000,0,1,12.79960311,12.79958226,11.61987266,0.01987266317
OMP,call,100,100,0.1,0.2,1,2000000,0,5,8.349867166,8.349854727,11.61811113,0.01811112952
OMP,call,100,100,0.1,0.2,1,2000000,0,10,7.940808607,7.940798682,11.61280442,0.01280441684
OMP,call,100,100,0.1,0.2,1,2000000,0,25,7.852015189,7.851989616,11.62454389,0.02454388697
OMP,call,100,100,0.1,0.2,1,2000000,0,32,7.613041244,7.613026964,11.62477325,0.02477324746
OMP,call,100,100,0.1,0.2,1,2000000,0,50,7.799596112,7.799581479,11.61958823,0.01958823035
OMP,call,100,100,0.1,0.2,1,2000000,0,64,7.64351965,7.643504816,11.62070756,0.02070756215
OMP,call,100,100,0.1,0.2,1,2000000,0,100,7.688807946,7.688796279,11.63513152,0.03513151771
OMP,call,100,100,0.1,0.2,1,2000000,0,125,7.897425543,7.897413848,11.63390142,0.0339014182
OMP,call,100,100,0.1,0.2,1,5000000,0,1,31.956048,31.95602786,11.62603513,0.02603513229
OMP,call,100,100,0.1,0.2,1,5000000,0,5,21.30946206,21.30943159,11.61991188,0.01991188402
OMP,call,100,100,0.1,0.2,1,5000000,0,10,19.81198506,19.81195245,11.61365907,0.01365906933
OMP,call,100,100,0.1,0.2,1,5000000,0,25,19.32829181,19.32825888,11.62016853,0.02016852692
OMP,call,100,100,0.1,0.2,1,5000000,0,32,18.90345961,18.90344482,11.62393638,0.02393637638
OMP,call,100,100,0.1,0.2,1,5000000,0,50,18.93387666,18.93386522,11.6177521,0.01775209627
OMP,call,100,100,0.1,0.2,1,5000000,0,64,19.0158034,19.0157919,11.61712698,0.0171269822
OMP,call,100,100,0.1,0.2,1,5000000,0,100,18.99156319,18.99155348,11.62462981,0.02462981001
OMP,call,100,100,0.1,0.2,1,5000000,0,125,19.08545148,19.08541789,11.61679018,0.01679018497
OMP,call,100,100,0.1,0.2,1,10000000,0,1,63.75020697,63.75019842,11.61276125,0.01276124669
OMP,call,100,100,0.1,0.2,1,10000000,0,5,42.07067744,42.07065732,11.61818568,0.01818567827
OMP,call,100,100,0.1,0.2,1,10000000,0,10,39.56742274,39.56740068,11.61479649,0.01479648954
OMP,call,100,100,0.1,0.2,1,10000000,0,25,38.32169293,38.32166616,11.62585019,0.02585018828
OMP,call,100,100,0.1,0.2,1,10000000,0,32,38.07002244,38.07000073,11.62684447,0.02684446888
OMP,call,100,100,0.1,0.2,1,10000000,0,50,37.97481201,37.97479039,11.6247073,0.02470729594
OMP,call,100,100,0.1,0.2,1,10000000,0,64,38.15971618,38.15970335,11.6178643,0.01786429944
OMP,call,100,100,0.1,0.2,1,10000000,0,100,38.08253732,38.08251539,11.61389832,0.01389832271
OMP,call,100,100,0.1,0.2,1,10000000,0,125,37.84276554,37.84274515,11.62223795,0.02223794891
