Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,call,100,95,0.02,0.75,1,16384,250,32,0.073125988,0.073113793,18.41435034,-1.115649658
OMP,call,100,95,0.02,0.75,1,16384,250,64,0.074718585,0.074712431,18.41355493,-1.11644507
OMP,call,100,95,0.02,0.75,1,16384,500,1,1.573288759,1.573265675,19.24587157,-0.2841284292
OMP,call,100,95,0.02,0.75,1,16384,500,2,0.790341406,0.790324279,19.26432084,-0.2656791594
OMP,call,100,95,0.02,0.75,1,16384,500,4,0.41107202,0.411060357,18.60170785,-0.92829215
OMP,call,100,95,0.02,0.75,1,16384,500,8,0.225319503,0.225307222,18.66937401,-0.8606259874
OMP,call,100,95,0.02,0.75,1,16384,500,16,0.137631851,0.137621702,19.17535099,-0.3546490138
OMP,call,100,95,0.02,0.75,1,16384,500,32,0.135931898,0.135922762,19.14762457,-0.3823754346
OMP,call,100,95,0.02,0.75,1,16384,500,64,0.134885471,0.134868942,19.14840199,-0.3815980081
OMP,call,100,95,0.02,0.75,1,16384,750,1,2.315332192,2.315317217,20.06499737,0.5349973716
OMP,call,100,95,0.02,0.75,1,16384,750,2,1.182061553,1.182043287,19.37677514,-0.1532248619
OMP,call,100,95,0.02,0.75,1,16384,750,4,0.613582044,0.613568026,19.57712025,0.04712025159
OMP,call,100,95,0.02,0.75,1,16384,750,8,0.333498165,0.333488576,20.05190728,0.5219072789
OMP,call,100,95,0.02,0.75,1,16384,750,16,0.202694808,0.202682238,18.22393985,-1.306060155
OMP,call,100,95,0.02,0.75,1,16384,750,32,0.192057085,0.192043486,18.18168769,-1.348312308
OMP,call,100,95,0.02,0.75,1,16384,750,64,0.191286391,0.191271014,18.18193386,-1.348066136
OMP,call,100,95,0.02,0.75,1,16384,1000,1,3.041148012,3.041132226,19.70501601,0.1750160149
OMP,call,100,95,0.02,0.75,1,16384,1000,2,1.548127385,1.548120374,19.04737558,-0.4826244233
OMP,call,100,95,0.02,0.75,1,16384,1000,4,0.812986404,0.812975682,19.48897824,-0.0410217601
OMP,call,100,95,0.02,0.75,1,16384,1000,8,0.445879943,0.445871462,20.09915089,0.5691508865
OMP,call,100,95,0.02,0.75,1,16384,1000,16,0.264439915,0.264428305,20.67044985,1.140449851
OMP,call,100,95,0.02,0.75,1,16384,1000,32,0.243386173,0.243376357,20.67130961,1.141309609
OMP,call,100,95,0.02,0.75,1,16384,1000,64,0.235514235,0.235504359,18.92510112,-0.6048988847
OMP,call,100,95,0.02,0.75,1,65536,50,1,0.615786213,0.615780238,19.43442217,-0.09557782841
OMP,call,100,95,0.02,0.75,1,65536,50,2,0.320119825,0.32010374,19.00516777,-0.5248322274
OMP,call,100,95,0.02,0.75,1,65536,50,4,0.159019215,0.159009083,18.99334623,-0.5366537674
OMP,call,100,95,0.02,0.75,1,65536,50,8,0.094181599,0.094168908,18.93086407,-0.5991359317
OMP,call,100,95,0.02,0.75,1,65536,50,16,0.050934071,0.050914199,18.94028441,-0.5897155871
OMP,call,100,95,0.02,0.75,1,65536,50,32,0.037676422,0.037670328,19.45949088,-0.0705091235
OMP,call,100,95,0.02,0.75,1,65536,50,64,0.032493087,0.032487503,19.43323699,-0.09676301017
OMP,call,100,95,0.02,0.75,1,65536,100,1,1.20635936,1.206353708,19.4583765,-0.07162350026
OMP,call,100,95,0.02,0.75,1,65536,100,2,0.615849817,0.615836797,19.39170195,-0.1382980458
OMP,call,100,95,0.02,0.75,1,65536,100,4,0.317287747,0.317277732,19.25923575,-0.2707642466
OMP,call,100,95,0.02,0.75,1,65536,100,8,0.17621271,0.176194587,19.59685956,0.06685955547
OMP,call,100,95,0.02,0.75,1,65536,100,16,0.093453894,0.093447457,20.11225161,0.5822516096
OMP,call,100,95,0.02,0.75,1,65536,100,32,0.062793165,0.062780415,19.99907828,0.4690782772
OMP,call,100,95,0.02,0.75,1,65536,100,64,0.060177965,0.060171455,19.01016334,-0.5198366572
OMP,call,100,95,0.02,0.75,1,65536,250,1,3.021031701,3.021022201,19.32501518,-0.2049848152
OMP,call,100,95,0.02,0.75,1,65536,250,2,1.535733578,1.535725245,19.44624121,-0.08375879467
OMP,call,100,95,0.02,0.75,1,65536,250,4,0.788989013,0.788975697,19.75342786,0.22342786
OMP,call,100,95,0.02,0.75,1,65536,250,8,0.417129856,0.417122623,19.30321346,-0.2267865394
OMP,call,100,95,0.02,0.75,1,65536,250,16,0.236834175,0.236821285,19.49094352,-0.03905648079
OMP,call,100,95,0.02,0.75,1,65536,250,32,0.144569869,0.144546935,19.8676787,0.3376787031
OMP,call,100,95,0.02,0.75,1,65536,250,64,0.142023635,0.142016782,19.87547001,0.3454700124
OMP,call,100,95,0.02,0.75,1,65536,500,1,6.06292737,6.062910953,19.37367046,-0.1563295438
OMP,call,100,95,0.02,0.75,1,65536,500,2,3.081959013,3.081940691,19.49637367,-0.03362633343
OMP,call,100,95,0.02,0.75,1,65536,500,4,1.590881192,1.590863123,19.39034998,-0.1396500164
OMP,call,100,95,0.02,0.75,1,65536,500,8,0.837450772,0.837443845,19.36888016,-0.1611198363
OMP,call,100,95,0.02,0.75,1,65536,500,16,0.46660619,0.466593326,20.19789665,0.6678966455
OMP,call,100,95,0.02,0.75,1,65536,500,32,0.28851387,0.288505359,20.81201169,1.282011692
OMP,call,100,95,0.02,0.75,1,65536,500,64,0.279135413,0.279122706,18.89144265,-0.6385573534
OMP,call,100,95,0.02,0.75,1,65536,750,1,9.082140426,9.082125416,19.50367957,-0.02632042642
OMP,call,100,95,0.02,0.75,1,65536,750,2,4.584957882,4.584945519,19.31561427,-0.2143857267
OMP,call,100,95,0.02,0.75,1,65536,750,4,2.370111107,2.37009735,19.52619521,-0.003804793718
OMP,call,100,95,0.02,0.75,1,65536,750,8,1.252763361,1.252751544,18.80960621,-0.7203937905
OMP,call,100,95,0.02,0.75,1,65536,750,16,0.724489114,0.724472914,18.86274068,-0.6672593164
OMP,call,100,95,0.02,0.75,1,65536,750,32,0.425648499,0.425637912,17.86682441,-1.663175588
OMP,call,100,95,0.02,0.75,1,65536,750,64,0.365550576,0.365532882,16.81454604,-2.715453958
OMP,call,100,95,0.02,0.75,1,65536,1000,1,12.3546268,12.35461289,19.24977489,-0.2802251121
OMP,call,100,95,0.02,0.75,1,65536,1000,2,6.235122437,6.235110284,19.37005697,-0.1599430336
OMP,call,100,95,0.02,0.75,1,65536,1000,4,3.167810777,3.167801873,19.60088101,0.0708810133
OMP,call,100,95,0.02,0.75,1,65536,1000,8,1.676363041,1.676348013,19.1914218,-0.3385782033
OMP,call,100,95,0.02,0.75,1,65536,1000,16,0.936174427,0.936161412,19.6062728,0.07627279939
OMP,call,100,95,0.02,0.75,1,65536,1000,32,0.567461896,0.567451829,21.13162122,1.601621223
OMP,call,100,95,0.02,0.75,1,65536,1000,64,0.454943272,0.454924358,19.34045238,-0.1895476237
OMP,call,100,95,0.02,0.75,1,131072,50,1,1.225003684,1.224991842,19.20095785,-0.329042148
OMP,call,100,95,0.02,0.75,1,131072,50,2,0.62712361,0.627111074,18.89117521,-0.6388247878
OMP,call,100,95,0.02,0.75,1,131072,50,4,0.314286384,0.314270493,19.3025893,-0.2274107046
OMP,call,100,95,0.02,0.75,1,131072,50,8,0.163533208,0.163523261,19.23889473,-0.2911052739
OMP,call,100,95,0.02,0.75,1,131072,50,16,0.088178414,0.088170537,19.11320418,-0.4167958234
OMP,call,100,95,0.02,0.75,1,131072,50,32,0.054778928,0.05477229,18.43786171,-1.092138292
OMP,call,100,95,0.02,0.75,1,131072,50,64,0.054630608,0.0546233,18.33946877,-1.190531229
OMP,call,100,95,0.02,0.75,1,131072,100,1,2.473386311,2.473379182,19.48238025,-0.04761974792
OMP,call,100,95,0.02,0.75,1,131072,100,2,1.224888278,1.224873775,19.53346317,0.003463165192
OMP,call,100,95,0.02,0.75,1,131072,100,4,0.634429296,0.634398328,19.5203898,-0.009610197769
OMP,call,100,95,0.02,0.75,1,131072,100,8,0.325824837,0.325802874,19.76494672,0.2349467165
OMP,call,100,95,0.02,0.75,1,131072,100,16,0.179382809,0.179368719,19.86105615,0.33105615
OMP,call,100,95,0.02,0.75,1,131072,100,32,0.111450937,0.111435432,19.28597845,-0.2440215473
OMP,call,100,95,0.02,0.75,1,131072,100,64,0.10165211,0.101643911,19.14537929,-0.3846207097
OMP,call,100,95,0.02,0.75,1,131072,250,1,6.079066601,6.07905302,19.29255544,-0.2374445642
OMP,call,100,95,0.02,0.75,1,131072,250,2,3.105476183,3.105434979,19.2119073,-0.3180926974
OMP,call,100,95,0.02,0.75,1,131072,250,4,1.530781529,1.530770606,18.93610857,-0.5938914298
OMP,call,100,95,0.02,0.75,1,131072,250,8,0.802539944,0.802525157,19.73919778,0.2091977849
OMP,call,100,95,0.02,0.75,1,131072,250,16,0.428783167,0.428767675,20.3250656,0.7950656038
OMP,call,100,95,0.02,0.75,1,131072,250,32,0.264723637,0.26471166,19.25516252,-0.2748374772
OMP,call,100,95,0.02,0.75,1,131072,250,64,0.252708763,0.252699441,19.20722678,-0.3227732194
OMP,call,100,95,0.02,0.75,1,131072,500,1,12.33364401,12.33363158,19.36850137,-0.1614986257
OMP,call,100,95,0.02,0.75,1,131072,500,2,6.166064095,6.16605338,19.5805496,0.05054960267
OMP,call,100,95,0.02,0.75,1,131072,500,4,3.151989886,3.151977408,19.57121876,0.04121875779
OMP,call,100,95,0.02,0.75,1,131072,500,8,1.59027525,1.590259271,19.58489756,0.05489755533
OMP,call,100,95,0.02,0.75,1,131072,500,16,0.858292356,0.858279386,19.91575015,0.3857501522
OMP,call,100,95,0.02,0.75,1,131072,500,32,0.534134695,0.534119042,19.22086658,-0.3091334185
OMP,call,100,95,0.02,0.75,1,131072,500,64,0.514286436,0.514277324,18.93880776,-0.5911922415
OMP,call,100,95,0.02,0.75,1,131072,750,1,18.23717065,18.23715743,19.36279346,-0.1672065381
OMP,call,100,95,0.02,0.75,1,131072,750,2,9.386979395,9.386963493,19.56114107,0.03114106812
OMP,call,100,95,0.02,0.75,1,131072,750,4,4.70888958,4.708875991,19.61484948,0.08484947857
OMP,call,100,95,0.02,0.75,1,131072,750,8,2.390137413,2.390124348,19.90493772,0.3749377229
OMP,call,100,95,0.02,0.75,1,131072,750,16,1.283419681,1.283404375,19.57195895,0.04195895114
OMP,call,100,95,0.02,0.75,1,131072,750,32,0.784338651,0.784318747,18.47749633,-1.052503671
OMP,call,100,95,0.02,0.75,1,131072,750,64,0.766392237,0.766377047,19.02727428,-0.5027257201
OMP,call,100,95,0.02,0.75,1,131072,1000,1,24.27389778,24.27388272,19.55043962,0.0204396242
OMP,call,100,95,0.02,0.75,1,131072,1000,2,12.34712667,12.34711007,19.56162701,0.0316270082
OMP,call,100,95,0.02,0.75,1,131072,1000,4,6.203176986,6.203164639,19.56372586,0.03372585999
OMP,call,100,95,0.02,0.75,1,131072,1000,8,3.175027855,3.175005974,19.23210743,-0.2978925737
OMP,call,100,95,0.02,0.75,1,131072,1000,16,1.686627885,1.686614209,19.99979752,0.469797517
OMP,call,100,95,0.02,0.75,1,131072,1000,32,1.044639348,1.044620579,19.48626638,-0.0437336181
OMP,call,100,95,0.02,0.75,1,131072,1000,64,1.045711797,1.045705549,19.80764317,0.2776431724
MPI,call,100,95,0.02,0.75,1,1024,50,1,0.134987424,0.009841283,19.47952172,-0.05047827857
MPI,call,100,95,0.02,0.75,1,1024,50,2,0.136354219,0.005581231,18.05692456,-1.473075436
MPI,call,100,95,0.02,0.75,1,1024,50,4,0.143510876,0.003684383,17.53108555,-1.998914445
MPI,call,100,95,0.02,0.75,1,1024,50,8,0.161426466,0.001860169,17.23020921,-2.299790791
MPI,call,100,95,0.02,0.75,1,1024,50,16,0.235381938,0.001073573,17.91269363,-1.61730637
MPI,call,100,95,0.02,0.75,1,1024,50,32,0.354505215,0.001099634,20.14193026,0.6119302562
MPI,call,100,95,0.02,0.75,1,1024,50,64,0.667260107,0.01652432,20.55078758,1.020787582
MPI,call,100,95,0.02,0.75,1,1024,100,1,0.146203001,0.018676594,19.63524127,0.1052412683
MPI,call,100,95,0.02,0.75,1,1024,100,2,0.144091678,0.013999499,20.98843912,1.458439115
MPI,call,100,95,0.02,0.75,1,1024,100,4,0.145071853,0.008120076,18.80532033,-0.7246796652
MPI,call,100,95,0.02,0.75,1,1024,100,8,0.16322398,0.002921406,18.68453079,-0.8454692064
MPI,call,100,95,0.02,0.75,1,1024,100,16,0.206294319,0.00216682,16.39094573,-3.139054273
MPI,call,100,95,0.02,0.75,1,1024,100,32,0.332826453,0.001129522,18.59637027,-0.9336297303
MPI,call,100,95,0.02,0.75,1,1024,100,64,0.586094369,0.002994299,20.0086562,0.4786561986
MPI,call,100,95,0.02,0.75,1,1024,250,1,0.169671496,0.04836669,18.50223515,-1.027764854
MPI,call,100,95,0.02,0.75,1,1024,250,2,0.156023313,0.027793317,20.16602602,0.636026023
MPI,call,100,95,0.02,0.75,1,1024,250,4,0.154852813,0.01522411,19.61894889,0.08894889376
MPI,call,100,95,0.02,0.75,1,1024,250,8,0.160691082,0.009181798,19.40322821,-0.1267717946
MPI,call,100,95,0.02,0.75,1,1024,250,16,0.203933281,0.004452903,19.76417604,0.2341760363
MPI,call,100,95,0.02,0.75,1,1024,250,32,0.316793435,0.002509037,18.99696424,-0.5330357629
MPI,call,100,95,0.02,0.75,1,1024,250,64,0.589524272,0.011645626,19.66014226,0.1301422554
MPI,call,100,95,0.02,0.75,1,1024,500,1,0.21425653,0.093889899,19.26902704,-0.2609729569
MPI,call,100,95,0.02,0.75,1,1024,500,2,0.186143122,0.056995229,20.20059367,0.6705936709
MPI,call,100,95,0.02,0.75,1,1024,500,4,0.170716122,0.030095083,20.33944382,0.8094438195
MPI,call,100,95,0.02,0.75,1,1024,500,8,0.168559791,0.01373985,19.51550408,-0.01449592268
MPI,call,100,95,0.02,0.75,1,1024,500,16,0.226813406,0.008513374,19.74232338,0.2123233766
MPI,call,100,95,0.02,0.75,1,1024,500,32,0.328864758,0.004884042,17.94591661,-1.584083389
MPI,call,100,95,0.02,0.75,1,1024,500,64,0.611553771,0.03826242,18.29410455,-1.235895447
MPI,call,100,95,0.02,0.75,1,1024,750,1,0.267917638,0.144869238,18.27376973,-1.256230271
MPI,call,100,95,0.02,0.75,1,1024,750,2,0.202895716,0.074564976,19.48032573,-0.04967426881
MPI,call,100,95,0.02,0.75,1,1024,750,4,0.179936164,0.037851108,19.31147469,-0.2185253126
MPI,call,100,95,0.02,0.75,1,1024,750,8,0.181751707,0.027184634,20.40205764,0.8720576376
MPI,call,100,95,0.02,0.75,1,1024,750,16,0.232958687,0.013672398,20.00539534,0.4753953402
MPI,call,100,95,0.02,0.75,1,1024,750,32,0.335975905,0.006876462,20.12502449,0.5950244865
MPI,call,100,95,0.02,0.75,1,1024,750,64,0.60890105,0.011531935,20.39126247,0.8612624725
MPI,call,100,95,0.02,0.75,1,1024,1000,1,0.319517716,0.196007983,19.2240997,-0.3059002994
MPI,call,100,95,0.02,0.75,1,1024,1000,2,0.230216365,0.098160967,20.68846485,1.158464852
MPI,call,100,95,0.02,0.75,1,1024,1000,4,0.187053177,0.050817869,18.58296347,-0.9470365326
MPI,call,100,95,0.02,0.75,1,1024,1000,8,0.173422691,0.026131591,19.20212053,-0.3278794713
MPI,call,100,95,0.02,0.75,1,1024,1000,16,0.229863983,0.017073073,19.66617178,0.1361717845
MPI,call,100,95,0.02,0.75,1,1024,1000,32,0.307262094,0.008673758,18.23816929,-1.291830708
MPI,call,100,95,0.02,0.75,1,1024,1000,64,0.64075648,0.024572662,20.31142972,0.7814297166
MPI,call,100,95,0.02,0.75,1,8192,50,1,0.196020415,0.07500845,18.64186752,-0.8881324816
MPI,call,100,95,0.02,0.75,1,8192,50,2,0.167780305,0.039829183,18.38736004,-1.142639961
MPI,call,100,95,0.02,0.75,1,8192,50,4,0.161472883,0.027407399,19.14217703,-0.3878229663
MPI,call,100,95,0.02,0.75,1,8192,50,8,0.16515573,0.01419779,20.03640128,0.5064012778
MPI,call,100,95,0.02,0.75,1,8192,50,16,0.228034365,0.007047235,19.17538852,-0.3546114759
MPI,call,100,95,0.02,0.75,1,8192,50,32,0.354894724,0.004046601,18.92880689,-0.6011931145
MPI,call,100,95,0.02,0.75,1,8192,50,64,0.6402024,0.012216076,19.2816878,-0.2483122004
MPI,call,100,95,0.02,0.75,1,8192,100,1,0.28002269,0.156572123,18.74161903,-0.7883809653
MPI,call,100,95,0.02,0.75,1,8192,100,2,0.214850394,0.082315845,18.26918314,-1.260816863
MPI,call,100,95,0.02,0.75,1,8192,100,4,0.180171322,0.043460632,18.96370652,-0.5662934809
MPI,call,100,95,0.02,0.75,1,8192,100,8,0.166934623,0.020724069,18.77662574,-0.7533742628
MPI,call,100,95,0.02,0.75,1,8192,100,16,0.24415459,0.018718404,19.09545102,-0.4345489778
MPI,call,100,95,0.02,0.75,1,8192,100,32,0.331859382,0.007502533,19.6996995,0.1696995013
MPI,call,100,95,0.02,0.75,1,8192,100,64,0.589030628,0.016649139,19.1173262,-0.4126737969
MPI,call,100,95,0.02,0.75,1,8192,250,1,0.493128554,0.371800045,19.30761296,-0.2223870422
MPI,call,100,95,0.02,0.75,1,8192,250,2,0.324102991,0.198082961,19.20650291,-0.3234970878
MPI,call,100,95,0.02,0.75,1,8192,250,4,0.254871911,0.110727179,19.6892672,0.1592672016
MPI,call,100,95,0.02,0.75,1,8192,250,8,0.226655259,0.058307164,19.99183672,0.4618367174
MPI,call,100,95,0.02,0.75,1,8192,250,16,0.237076449,0.03362275,19.86289488,0.3328948773
MPI,call,100,95,0.02,0.75,1,8192,250,32,0.329656262,0.017686057,19.0934228,-0.4365772036
MPI,call,100,95,0.02,0.75,1,8192,250,64,0.617329603,0.023008609,19.76389504,0.2338950384
MPI,call,100,95,0.02,0.75,1,8192,500,1,0.895867755,0.773714297,19.46655836,-0.06344163548
MPI,call,100,95,0.02,0.75,1,8192,500,2,0.547559765,0.416398407,19.68259552,0.1525955201
MPI,call,100,95,0.02,0.75,1,8192,500,4,0.339125,0.206490034,19.6463912,0.1163912013
MPI,call,100,95,0.02,0.75,1,8192,500,8,0.254386447,0.104033052,19.60295493,0.07295492952
MPI,call,100,95,0.02,0.75,1,8192,500,16,0.283532336,0.066638127,19.73546432,0.2054643195
MPI,call,100,95,0.02,0.75,1,8192,500,32,0.363642184,0.038355886,19.80891016,0.2789101604
MPI,call,100,95,0.02,0.75,1,8192,500,64,0.613983069,0.050811984,18.83629563,-0.693704369
MPI,call,100,95,0.02,0.75,1,8192,750,1,1.259806415,1.137900166,19.658776,0.1287759974
MPI,call,100,95,0.02,0.75,1,8192,750,2,0.702028163,0.572828668,19.51402683,-0.01597316735
MPI,call,100,95,0.02,0.75,1,8192,750,4,0.427274122,0.294372978,20.32395979,0.7939597945
MPI,call,100,95,0.02,0.75,1,8192,750,8,0.296571952,0.147133951,19.51868177,-0.01131822618
MPI,call,100,95,0.02,0.75,1,8192,750,16,0.312176667,0.10420011,19.00046582,-0.5295341761
MPI,call,100,95,0.02,0.75,1,8192,750,32,0.389152626,0.053033686,19.25042103,-0.2795789698
MPI,call,100,95,0.02,0.75,1,8192,750,64,0.63107085,0.077032942,19.25208496,-0.2779150411
MPI,call,100,95,0.02,0.75,1,8192,1000,1,1.640674838,1.520229758,19.08013632,-0.4498636837
MPI,call,100,95,0.02,0.75,1,8192,1000,2,0.902983043,0.776338765,18.77139183,-0.7586081738
MPI,call,100,95,0.02,0.75,1,8192,1000,4,0.530891409,0.394642338,18.96687617,-0.5631238277
MPI,call,100,95,0.02,0.75,1,8192,1000,8,0.365806318,0.217086249,19.58057783,0.05057783279
MPI,call,100,95,0.02,0.75,1,8192,1000,16,0.338846246,0.13285504,19.41332327,-0.1166767298
MPI,call,100,95,0.02,0.75,1,8192,1000,32,0.39407821,0.067012387,18.78453413,-0.745465873
MPI,call,100,95,0.02,0.75,1,8192,1000,64,0.672926226,0.093413146,19.10275702,-0.4272429836
MPI,call,100,95,0.02,0.75,1,16384,50,1,0.274528865,0.15384185,19.36697652,-0.1630234846
MPI,call,100,95,0.02,0.75,1,16384,50,2,0.212819665,0.081672129,19.08465584,-0.4453441609
MPI,call,100,95,0.02,0.75,1,16384,50,4,0.177859703,0.042079499,19.08216125,-0.4478387477
MPI,call,100,95,0.02,0.75,1,16384,50,8,0.178647186,0.023984005,18.44289628,-1.087103721
MPI,call,100,95,0.02,0.75,1,16384,50,16,0.212592545,0.013492665,19.14161465,-0.3883853497
MPI,call,100,95,0.02,0.75,1,16384,50,32,0.313994995,0.007408705,19.41577804,-0.1142219642
MPI,call,100,95,0.02,0.75,1,16384,50,64,0.567429157,0.019100772,19.4154997,-0.1145002988
MPI,call,100,95,0.02,0.75,1,16384,100,1,0.4211358,0.300949216,19.32923153,-0.2007684711
MPI,call,100,95,0.02,0.75,1,16384,100,2,0.289814582,0.164620152,19.707237,0.1772369971
MPI,call,100,95,0.02,0.75,1,16384,100,4,0.214038032,0.078926826,19.38869282,-0.1413071802
MPI,call,100,95,0.02,0.75,1,16384,100,8,0.19113219,0.040912636,19.62505445,0.09505445004
MPI,call,100,95,0.02,0.75,1,16384,100,16,0.233097879,0.026980906,19.5816838,0.0516838023
MPI,call,100,95,0.02,0.75,1,16384,100,32,0.332872276,0.014083653,19.14594643,-0.3840535656
MPI,call,100,95,0.02,0.75,1,16384,100,64,0.626542944,0.023886327,19.41310044,-0.1168995551
MPI,call,100,95,0.02,0.75,1,16384,250,1,0.89526488,0.772050587,19.15859116,-0.3714088419
MPI,call,100,95,0.02,0.75,1,16384,250,2,0.518759511,0.387200054,19.74473186,0.2147318589
MPI,call,100,95,0.02,0.75,1,16384,250,4,0.339231307,0.198483681,20.1485028,0.6185028045
MPI,call,100,95,0.02,0.75,1,16384,250,8,0.282767451,0.121578539,19.20375736,-0.3262426432
MPI,call,100,95,0.02,0.75,1,16384,250,16,0.267382832,0.070269369,19.39922001,-0.1307799942
MPI,call,100,95,0.02,0.75,1,16384,250,32,0.345068389,0.033898621,18.79090541,-0.7390945884
MPI,call,100,95,0.02,0.75,1,16384,250,64,0.601613437,0.046250889,18.95956301,-0.5704369876
MPI,call,100,95,0.02,0.75,1,16384,500,1,1.665457323,1.540616441,19.17203729,-0.3579627127
MPI,call,100,95,0.02,0.75,1,16384,500,2,0.900660709,0.768520109,19.78636713,0.2563671262
MPI,call,100,95,0.02,0.75,1,16384,500,4,0.535060589,0.395270777,19.25619768,-0.2738023196
MPI,call,100,95,0.02,0.75,1,16384,500,8,0.366308412,0.212466592,19.0282025,-0.5017974981
MPI,call,100,95,0.02,0.75,1,16384,500,16,0.304406827,0.099467592,19.27850554,-0.2514944613
MPI,call,100,95,0.02,0.75,1,16384,500,32,0.403350143,0.068107498,19.88848181,0.3584818117
MPI,call,100,95,0.02,0.75,1,16384,500,64,0.711466246,0.093780875,19.78076512,0.2507651235
MPI,call,100,95,0.02,0.75,1,16384,750,1,2.46784987,2.342393986,19.7899373,0.2599372961
MPI,call,100,95,0.02,0.75,1,16384,750,2,1.300879818,1.171576868,19.16446944,-0.3655305567
MPI,call,100,95,0.02,0.75,1,16384,750,4,0.730820339,0.591761524,19.49944562,-0.03055438024
MPI,call,100,95,0.02,0.75,1,16384,750,8,0.462213644,0.305555241,19.93619411,0.4061941093
MPI,call,100,95,0.02,0.75,1,16384,750,16,0.381740008,0.170152937,19.58060876,0.05060875781
MPI,call,100,95,0.02,0.75,1,16384,750,32,0.411073835,0.100573724,19.24159102,-0.2884089849
MPI,call,100,95,0.02,0.75,1,16384,750,64,0.754514571,0.148644365,19.51603024,-0.01396975989
MPI,call,100,95,0.02,0.75,1,16384,1000,1,3.254252985,3.133035667,19.4671989,-0.06280109904
MPI,call,100,95,0.02,0.75,1,16384,1000,2,1.654192117,1.52196995,19.01580859,-0.5141914077
MPI,call,100,95,0.02,0.75,1,16384,1000,4,0.940844654,0.805311397,19.03046301,-0.4995369877
MPI,call,100,95,0.02,0.75,1,16384,1000,8,0.554865719,0.41006089,19.95530694,0.425306944
MPI,call,100,95,0.02,0.75,1,16384,1000,16,0.436481137,0.219808235,18.98256925,-0.5474307542
MPI,call,100,95,0.02,0.75,1,16384,1000,32,0.455173786,0.133705946,19.19451577,-0.3354842318
MPI,call,100,95,0.02,0.75,1,16384,1000,64,0.718724725,0.179098314,19.29699869,-0.2330013061
MPI,call,100,95,0.02,0.75,1,65536,50,1,0.727706491,0.607303784,19.36245879,-0.167541207
MPI,call,100,95,0.02,0.75,1,65536,50,2,0.472598601,0.344301176,19.19907399,-0.3309260093
MPI,call,100,95,0.02,0.75,1,65536,50,4,0.30486601,0.164199748,19.35370611,-0.1762938883
MPI,call,100,95,0.02,0.75,1,65536,50,8,0.264479519,0.108828982,19.05426516,-0.4757348395
MPI,call,100,95,0.02,0.75,1,65536,50,16,0.258007504,0.053689564,19.2088863,-0.3211137022
MPI,call,100,95,0.02,0.75,1,65536,50,32,0.349626864,0.032285812,19.34083072,-0.1891692753
MPI,call,100,95,0.02,0.75,1,65536,50,64,0.600033374,0.041757783,19.16131957,-0.3686804251
MPI,call,100,95,0.02,0.75,1,65536,100,1,1.3228793,1.201735668,19.20198125,-0.328018752
MPI,call,100,95,0.02,0.75,1,65536,100,2,0.74468069,0.617319558,19.18475393,-0.3452460728
MPI,call,100,95,0.02,0.75,1,65536,100,4,0.449927459,0.311797011,19.22254636,-0.3074536397
MPI,call,100,95,0.02,0.75,1,65536,100,8,0.31235499,0.168508281,19.07584278,-0.4541572162
MPI,call,100,95,0.02,0.75,1,65536,100,16,0.309078631,0.113549876,19.26740327,-0.2625967329
MPI,call,100,95,0.02,0.75,1,65536,100,32,0.337111102,0.056682894,19.38086721,-0.1491327874
MPI,call,100,95,0.02,0.75,1,65536,100,64,0.677508293,0.073236822,19.33227854,-0.1977214587
MPI,call,100,95,0.02,0.75,1,65536,250,1,3.1678314,3.046749846,19.39842825,-0.1315717487
MPI,call,100,95,0.02,0.75,1,65536,250,2,1.671625905,1.541299685,19.46938333,-0.06061666828
MPI,call,100,95,0.02,0.75,1,65536,250,4,0.910982396,0.773470398,19.46748166,-0.06251833789
MPI,call,100,95,0.02,0.75,1,65536,250,8,0.542707388,0.398223791,19.02958485,-0.5004151488
MPI,call,100,95,0.02,0.75,1,65536,250,16,0.466172573,0.268143387,19.41457277,-0.1154272274
MPI,call,100,95,0.02,0.75,1,65536,250,32,0.420253738,0.134225257,19.25899584,-0.2710041586
MPI,call,100,95,0.02,0.75,1,65536,250,64,0.736377097,0.14851468,19.50658261,-0.02341739131
MPI,call,100,95,0.02,0.75,1,65536,500,1,6.179247971,6.059165084,19.32085517,-0.209144828
MPI,call,100,95,0.02,0.75,1,65536,500,2,3.236215282,3.109558192,19.50948025,-0.02051975085
MPI,call,100,95,0.02,0.75,1,65536,500,4,1.675356052,1.540753552,19.41017898,-0.1198210181
MPI,call,100,95,0.02,0.75,1,65536,500,8,0.961263429,0.810867376,19.58413933,0.05413933318
MPI,call,100,95,0.02,0.75,1,65536,500,16,0.610231474,0.4014669,19.35811954,-0.1718804564
MPI,call,100,95,0.02,0.75,1,65536,500,32,0.565011742,0.266630649,19.40035234,-0.1296476624
MPI,call,100,95,0.02,0.75,1,65536,500,64,0.869318762,0.323738972,19.31745104,-0.2125489633
MPI,call,100,95,0.02,0.75,1,65536,750,1,9.191826099,9.069177059,19.47145389,-0.05854611416
MPI,call,100,95,0.02,0.75,1,65536,750,2,4.689823086,4.564297764,19.40506398,-0.1249360152
MPI,call,100,95,0.02,0.75,1,65536,750,4,2.457932687,2.320982568,19.23164579,-0.2983542112
