Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,Nr_of_assets,T_overall,T_calculation,Result,Abs_Error,Error
Hybrid,call,100,110,0.02,0.75,1,800,0,16016,1,0.411268572,0.048009251,26.61900432,0.00675856766,0.00675856766
Hybrid,call,100,110,0.02,0.75,1,800,0,32032,1,0.613902963,0.198714399,26.61900432,0.00675856766,0.00675856766
Hybrid,call,100,110,0.02,0.75,1,1000,0,1001,1,0.306807985,0.016454554,26.60882645,0.00341930449,-0.00341930449
Hybrid,call,100,110,0.02,0.75,1,1000,0,4004,1,0.324337505,0.012256454,26.60882645,0.00341930449,-0.00341930449
Hybrid,call,100,110,0.02,0.75,1,1000,0,8008,1,0.336889607,0.016832114,26.60882645,0.00341930449,-0.00341930449
Hybrid,call,100,110,0.02,0.75,1,1000,0,16016,1,0.400325982,0.050037804,26.60882645,0.00341930449,-0.00341930449
Hybrid,call,100,110,0.02,0.75,1,1000,0,32032,1,0.614372223,0.185339781,26.60882645,0.00341930449,-0.00341930449
Hybrid,call,100,110,0.02,0.75,1,1600,0,1001,1,0.336314984,0.040676888,26.61872687,0.006481124526,0.006481124526
Hybrid,call,100,110,0.02,0.75,1,1600,0,4004,1,0.328543906,0.020893124,26.61872687,0.006481124526,0.006481124526
Hybrid,call,100,110,0.02,0.75,1,1600,0,8008,1,0.334894708,0.018444725,26.61872687,0.006481124526,0.006481124526
Hybrid,call,100,110,0.02,0.75,1,1600,0,16016,1,0.394993862,0.046701558,26.61872687,0.006481124526,0.006481124526
Hybrid,call,100,110,0.02,0.75,1,1600,0,32032,1,0.561347188,0.190181667,26.61872687,0.006481124526,0.006481124526
Hybrid,call,100,110,0.02,0.75,1,3200,0,1001,1,0.473345969,0.170675136,26.61535275,0.003107003782,0.003107003782
Hybrid,call,100,110,0.02,0.75,1,3200,0,4004,1,0.3661291,0.055604641,26.61535275,0.003107003782,0.003107003782
Hybrid,call,100,110,0.02,0.75,1,3200,0,8008,1,0.374287229,0.053031422,26.61535275,0.003107003782,0.003107003782
Hybrid,call,100,110,0.02,0.75,1,3200,0,16016,1,0.422687751,0.06656963,26.61535275,0.003107003782,0.003107003782
Hybrid,call,100,110,0.02,0.75,1,3200,0,32032,1,0.563301495,0.192645301,26.61535275,0.003107003782,0.003107003782
Hybrid,call,100,110,0.02,0.75,1,6400,0,1001,1,0.964850535,0.6675033,26.61230853,6.277959413e-05,6.277959413e-05
Hybrid,call,100,110,0.02,0.75,1,6400,0,4004,1,0.520725226,0.207543253,26.61230853,6.277959413e-05,6.277959413e-05
Hybrid,call,100,110,0.02,0.75,1,6400,0,8008,1,0.432254341,0.114075001,26.61230853,6.277959413e-05,6.277959413e-05
Hybrid,call,100,110,0.02,0.75,1,6400,0,16016,1,0.447935305,0.096019463,26.61230853,6.277959413e-05,6.277959413e-05
Hybrid,call,100,110,0.02,0.75,1,6400,0,32032,1,0.608308902,0.225298853,26.61230853,6.277959413e-05,6.277959413e-05
Hybrid,call,100,110,0.02,0.75,1,8000,0,1001,1,1.328975675,1.032433258,26.61330534,0.001059591391,0.001059591391
Hybrid,call,100,110,0.02,0.75,1,8000,0,4004,1,0.636159742,0.336526512,26.61330534,0.001059591391,0.001059591391
Hybrid,call,100,110,0.02,0.75,1,8000,0,8008,1,0.485440557,0.178358144,26.61330534,0.001059591391,0.001059591391
Hybrid,call,100,110,0.02,0.75,1,8000,0,16016,1,0.461204518,0.120712142,26.61330534,0.001059591391,0.001059591391
Hybrid,call,100,110,0.02,0.75,1,8000,0,32032,1,0.663973948,0.246468937,26.61330534,0.001059591391,0.001059591391
Hybrid,call,100,110,0.02,0.75,1,10000,0,1001,1,1.93350314,1.640728334,26.61316121,0.000915460068,0.000915460068
Hybrid,call,100,110,0.02,0.75,1,10000,0,4004,1,0.729503146,0.416210766,26.61316121,0.000915460068,0.000915460068
Hybrid,call,100,110,0.02,0.75,1,10000,0,8008,1,0.579607183,0.263686922,26.61316121,0.000915460068,0.000915460068
Hybrid,call,100,110,0.02,0.75,1,10000,0,16016,1,0.533158846,0.179438746,26.61316121,0.000915460068,0.000915460068
Hybrid,call,100,110,0.02,0.75,1,10000,0,32032,1,0.642072549,0.257312754,26.61316121,0.000915460068,0.000915460068
Hybrid,call,100,110,0.02,0.75,1,32000,0,1001,1,16.72857366,16.42906827,26.61253166,0.0002859128362,0.0002859128362
Hybrid,call,100,110,0.02,0.75,1,32000,0,4004,1,1.68250105,1.37328718,26.61253166,0.0002859128362,0.0002859128362
Hybrid,call,100,110,0.02,0.75,1,32000,0,8008,1,1.670462943,1.358537956,26.61253166,0.0002859128362,0.0002859128362
Hybrid,call,100,110,0.02,0.75,1,32000,0,16016,1,1.746750982,1.403637764,26.61253166,0.0002859128362,0.0002859128362
Hybrid,call,100,110,0.02,0.75,1,32000,0,32032,1,1.317037249,0.900458904,26.61253166,0.0002859128362,0.0002859128362
Hybrid,call,100,110,0.02,0.75,1,64000,0,1001,1,66.13746233,65.89162125,26.61223708,8.672583803e-06,-8.672583803e-06
Hybrid,call,100,110,0.02,0.75,1,64000,0,4004,1,5.549513477,5.246228449,26.61223708,8.672583807e-06,-8.672583807e-06
Hybrid,call,100,110,0.02,0.75,1,64000,0,8008,1,3.095350819,2.777614904,26.61223708,8.672583807e-06,-8.672583807e-06
Hybrid,call,100,110,0.02,0.75,1,64000,0,16016,1,3.221980219,2.88258806,26.61223708,8.672583807e-06,-8.672583807e-06
Hybrid,call,100,110,0.02,0.75,1,64000,0,32032,1,3.464000511,3.048088538,26.61223708,8.672583807e-06,-8.672583807e-06
Hybrid,call,100,110,0.02,0.75,1,80000,0,1001,1,103.7613337,103.4651076,26.61220685,3.889647725e-05,-3.889647725e-05
Hybrid,call,100,110,0.02,0.75,1,80000,0,4004,1,9.982803472,9.678720939,26.61220685,3.889647725e-05,-3.889647725e-05
Hybrid,call,100,110,0.02,0.75,1,80000,0,8008,1,4.906835356,4.588606494,26.61220685,3.889647725e-05,-3.889647725e-05
Hybrid,call,100,110,0.02,0.75,1,80000,0,16016,1,4.704558035,4.354840939,26.61220685,3.889647725e-05,-3.889647725e-05
Hybrid,call,100,110,0.02,0.75,1,80000,0,32032,1,4.791826027,4.385057732,26.61220685,3.889647724e-05,-3.889647724e-05
Hybrid,call,100,110,0.02,0.75,1,100000,0,1001,1,160.6561161,160.360865,26.61224575,2.178389025e-09,2.178389025e-09
Hybrid,call,100,110,0.02,0.75,1,100000,0,4004,1,14.50072369,14.19094516,26.61224575,2.178389025e-09,2.178389025e-09
Hybrid,call,100,110,0.02,0.75,1,100000,0,8008,1,6.75240741,6.433114271,26.61224575,2.178367708e-09,2.178367708e-09
Hybrid,call,100,110,0.02,0.75,1,100000,0,16016,1,6.850451117,6.514750451,26.61224575,2.178385472e-09,2.178385472e-09
Hybrid,call,100,110,0.02,0.75,1,100000,0,32032,1,6.99410897,6.60742074,26.61224575,2.178389025e-09,2.178389025e-09
