Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
MPI,call,100,110,0.02,0.75,1,75000,1000,1,9.395668485,9.269180261,26.49263219,-0.1201616452
MPI,call,100,110,0.02,0.75,1,75000,1000,5,2.268454387,2.126185827,26.51485321,-0.09794062954
MPI,call,100,110,0.02,0.75,1,75000,1000,25,0.729900578,0.521293075,26.54131635,-0.07147748524
MPI,call,100,110,0.02,0.75,1,75000,1000,50,1.016340649,0.621703314,26.40769762,-0.2050962237
MPI,call,100,110,0.02,0.75,1,75000,1000,100,1.667226772,0.815373116,26.42210328,-0.1906905566
MPI,call,100,110,0.02,0.75,1,100000,200,1,2.702778004,2.581814806,26.39564027,-0.2171535686
MPI,call,100,110,0.02,0.75,1,100000,200,5,0.707667648,0.566660299,26.46357414,-0.1492196999
MPI,call,100,110,0.02,0.75,1,100000,200,10,0.460684756,0.304327024,26.63366672,0.02087288019
MPI,call,100,110,0.02,0.75,1,100000,200,25,0.372772556,0.161938901,26.46814503,-0.1446488111
MPI,call,100,110,0.02,0.75,1,100000,200,50,0.577195471,0.16584088,26.29271308,-0.3200807595
MPI,call,100,110,0.02,0.75,1,100000,200,100,1.215397686,0.222748599,26.45406637,-0.1587274665
MPI,call,100,110,0.02,0.75,1,100000,1000,1,12.67915081,12.55894518,26.39666445,-0.2161293926
MPI,call,100,110,0.02,0.75,1,100000,1000,5,2.611852078,2.474073941,26.58214587,-0.03064796833
MPI,call,100,110,0.02,0.75,1,100000,1000,50,1.254110771,0.865500271,26.83648768,0.2236938438
Hybrid,call,100,110,0.02,0.75,1,1000,200,1001,0.140553447,0.021079094,29.48103258,2.868238736
Hybrid,call,100,110,0.02,0.75,1,1000,200,10010,0.168711666,0.006090668,25.7737496,-0.8390442363
Hybrid,call,100,110,0.02,0.75,1,1000,200,25025,0.20861598,0.00416536,26.08176781,-0.5310260267
Hybrid,call,100,110,0.02,0.75,1,1000,200,50050,0.440554197,0.031009506,28.3405963,1.727802461
Hybrid,call,100,110,0.02,0.75,1,1000,1000,1001,0.217841071,0.097337604,26.35072909,-0.2620647453
Hybrid,call,100,110,0.02,0.75,1,1000,1000,10010,0.16652022,0.012902788,30.31309225,3.700298414
Hybrid,call,100,110,0.02,0.75,1,1000,1000,25025,0.216239286,0.00922448,26.88933279,0.2765389484
