Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,Nr_of_assets,T_overall,T_calculation,Result,Abs_Error,Error
Hybrid,call,100,110,0.02,0.75,1,3200000,200,6006,1,6.957194484,6.632278751,13.77206552,0.06206552443,0.06206552443
Hybrid,call,100,110,0.02,0.75,1,3200000,200,8008,1,6.322463533,6.010968488,13.5325182,0.1774817956,-0.1774817956
Hybrid,call,100,110,0.02,0.75,1,6400000,200,1001,1,327.1758051,326.897245,13.73794789,0.02794789218,0.02794789218
Hybrid,call,100,110,0.02,0.75,1,6400000,200,2002,1,164.2314187,163.9381584,13.78452513,0.07452512502,0.07452512502
Hybrid,call,100,110,0.02,0.75,1,6400000,200,4004,1,21.29502889,20.99829345,13.74974538,0.03974537709,0.03974537709
Hybrid,call,100,110,0.02,0.75,1,6400000,200,6006,1,12.42022311,12.11622522,13.76733458,0.05733457568,0.05733457568
Hybrid,call,100,110,0.02,0.75,1,6400000,200,8008,1,12.68214395,12.36696139,13.87729839,0.1672983944,0.1672983944
Hybrid,call,100,110,0.02,0.75,1,8000000,200,1001,1,407.9815756,407.6905955,13.73808853,0.02808852668,0.02808852668
Hybrid,call,100,110,0.02,0.75,1,8000000,200,2002,1,204.8268656,204.5307714,13.74871072,0.03871071765,0.03871071765
Hybrid,call,100,110,0.02,0.75,1,8000000,200,4004,1,26.52232545,26.21930972,13.731589,0.02158899927,0.02158899927
Hybrid,call,100,110,0.02,0.75,1,8000000,200,6006,1,15.5865838,15.27105937,13.69274382,0.01725618049,-0.01725618049
Hybrid,call,100,110,0.02,0.75,1,8000000,200,8008,1,14.24739787,13.91220137,13.6473086,0.0626913967,-0.0626913967
Hybrid,call,100,110,0.02,0.75,1,10000000,200,1001,1,507.1997438,506.9135553,13.7427293,0.03272929784,0.03272929784
Hybrid,call,100,110,0.02,0.75,1,10000000,200,2002,1,255.6193417,255.3266825,13.73973402,0.02973401838,0.02973401838
Hybrid,call,100,110,0.02,0.75,1,10000000,200,4004,1,33.18205545,32.88048137,13.67198824,0.03801176472,-0.03801176472
Hybrid,call,100,110,0.02,0.75,1,10000000,200,6006,1,18.74233688,18.43129084,13.85164684,0.1416468362,0.1416468362
Hybrid,call,100,110,0.02,0.75,1,10000000,200,8008,1,18.95363432,18.64242446,13.69103306,0.01896694335,-0.01896694335
