Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,put,100,110,0.02,0.75,1,65536,750,4,2.365039062,2.365029753,22.63791271,-0.0220872866
OMP,put,100,110,0.02,0.75,1,65536,750,8,1.250832922,1.250817101,22.6753506,0.01535059612
OMP,put,100,110,0.02,0.75,1,65536,750,16,0.720843782,0.720835319,22.20162065,-0.4583793504
OMP,put,100,110,0.02,0.75,1,65536,750,32,0.448345915,0.448332906,22.71471312,0.05471311779
OMP,put,100,110,0.02,0.75,1,65536,750,64,0.404988259,0.404976231,22.57269504,-0.08730496142
OMP,put,100,110,0.02,0.75,1,65536,1000,1,12.15048294,12.1504635,22.51343928,-0.1465607188
OMP,put,100,110,0.02,0.75,1,65536,1000,2,6.235973395,6.235935793,22.56216057,-0.09783943455
OMP,put,100,110,0.02,0.75,1,65536,1000,4,3.215337135,3.215327302,22.57104232,-0.08895767676
OMP,put,100,110,0.02,0.75,1,65536,1000,8,1.668861453,1.66885014,23.10921169,0.4492116937
OMP,put,100,110,0.02,0.75,1,65536,1000,16,0.94209515,0.942080956,21.68550584,-0.9744941645
OMP,put,100,110,0.02,0.75,1,65536,1000,32,0.581616284,0.581605511,22.46039808,-0.1996019194
OMP,put,100,110,0.02,0.75,1,65536,1000,64,0.50912438,0.509112677,22.55329427,-0.106705726
OMP,put,100,110,0.02,0.75,1,131072,50,1,1.222220474,1.222211178,22.32994429,-0.3300557149
OMP,put,100,110,0.02,0.75,1,131072,50,2,0.62999242,0.629977018,22.35483366,-0.3051663435
OMP,put,100,110,0.02,0.75,1,131072,50,4,0.317249943,0.317236825,22.26811939,-0.3918806105
OMP,put,100,110,0.02,0.75,1,131072,50,8,0.164838025,0.16482949,22.038925,-0.6210749967
OMP,put,100,110,0.02,0.75,1,131072,50,16,0.10198818,0.101976864,22.09161953,-0.5683804718
OMP,put,100,110,0.02,0.75,1,131072,50,32,0.061676425,0.061661179,22.18923712,-0.4707628753
OMP,put,100,110,0.02,0.75,1,131072,50,64,0.053720415,0.053713647,22.3608456,-0.2991544011
OMP,put,100,110,0.02,0.75,1,131072,100,1,2.427042175,2.427036494,22.36797217,-0.2920278339
OMP,put,100,110,0.02,0.75,1,131072,100,2,1.312301196,1.312281171,22.46291106,-0.1970889371
OMP,put,100,110,0.02,0.75,1,131072,100,4,0.655537596,0.655523395,22.39755148,-0.2624485237
OMP,put,100,110,0.02,0.75,1,131072,100,8,0.339250873,0.339236885,22.6246971,-0.0353028973
OMP,put,100,110,0.02,0.75,1,131072,100,16,0.183780072,0.183766687,22.50728622,-0.1527137769
OMP,put,100,110,0.02,0.75,1,131072,100,32,0.109782395,0.109772275,21.85419161,-0.8058083891
OMP,put,100,110,0.02,0.75,1,131072,100,64,0.109668904,0.109660555,21.8024743,-0.8575256982
OMP,put,100,110,0.02,0.75,1,131072,250,1,6.064984986,6.064977427,22.42697549,-0.233024509
OMP,put,100,110,0.02,0.75,1,131072,250,2,3.194800022,3.194787877,22.54329826,-0.1167017441
OMP,put,100,110,0.02,0.75,1,131072,250,4,1.581884596,1.581870383,22.61171812,-0.0482818818
OMP,put,100,110,0.02,0.75,1,131072,250,8,0.835156972,0.83514366,22.48888446,-0.1711155406
OMP,put,100,110,0.02,0.75,1,131072,250,16,0.447152491,0.447129986,22.48020112,-0.1797988832
OMP,put,100,110,0.02,0.75,1,131072,250,32,0.267877772,0.267862878,23.19472857,0.5347285696
OMP,put,100,110,0.02,0.75,1,131072,250,64,0.254550059,0.254533417,23.71301387,1.053013866
OMP,put,100,110,0.02,0.75,1,131072,500,1,12.2708094,12.27079004,22.4118222,-0.2481777997
OMP,put,100,110,0.02,0.75,1,131072,500,2,6.176381224,6.17636459,22.49601865,-0.1639813468
OMP,put,100,110,0.02,0.75,1,131072,500,4,3.183656344,3.183643573,22.35248824,-0.3075117632
OMP,put,100,110,0.02,0.75,1,131072,500,8,1.632063398,1.632055049,22.78090884,0.1209088446
OMP,put,100,110,0.02,0.75,1,131072,500,16,0.85408853,0.854074047,22.29899078,-0.3610092181
OMP,put,100,110,0.02,0.75,1,131072,500,32,0.52622056,0.52620561,22.72601142,0.06601142441
OMP,put,100,110,0.02,0.75,1,131072,500,64,0.492453917,0.492448093,22.68900497,0.02900497496
OMP,put,100,110,0.02,0.75,1,131072,750,1,18.812896,18.81287323,22.59380092,-0.06619908367
OMP,put,100,110,0.02,0.75,1,131072,750,2,9.270010294,9.26999219,22.52545627,-0.1345437267
OMP,put,100,110,0.02,0.75,1,131072,750,4,4.721665657,4.721655327,22.37735862,-0.2826413758
OMP,put,100,110,0.02,0.75,1,131072,750,8,2.39424652,2.394233626,22.54534692,-0.114653082
OMP,put,100,110,0.02,0.75,1,131072,750,16,1.293692365,1.2936776,22.82483057,0.164830569
OMP,put,100,110,0.02,0.75,1,131072,750,32,0.786245197,0.786230522,22.90391709,0.2439170928
