Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
OMP,call,100,90,0.02,0.75,1,5000000,0,32,0.022950371,0.022945138,33.63942562,-0.1306756564
OMP,call,100,90,0.02,0.75,1,5000000,0,64,0.022938394,0.022932762,33.57983256,-0.1902687196
OMP,call,100,90,0.02,0.75,1,10000000,0,1,0.932255488,0.932250375,33.72122084,-0.04888043813
OMP,call,100,90,0.02,0.75,1,10000000,0,2,0.484579271,0.484566883,33.78541415,0.01531286522
OMP,call,100,90,0.02,0.75,1,10000000,0,4,0.246308396,0.246294236,33.72351075,-0.04659052756
OMP,call,100,90,0.02,0.75,1,10000000,0,8,0.127586893,0.127575189,33.76423294,-0.005868338014
OMP,call,100,90,0.02,0.75,1,10000000,0,16,0.071470906,0.071460481,33.7255371,-0.04456417535
OMP,call,100,90,0.02,0.75,1,10000000,0,32,0.045376957,0.045363697,33.66104205,-0.1090592338
OMP,call,100,90,0.02,0.75,1,10000000,0,64,0.043449159,0.043443578,33.78565446,0.01555318246
OMP,call,100,90,0.02,0.75,1,25000000,0,1,2.376913823,2.376908742,33.76445466,-0.005646615482
OMP,call,100,90,0.02,0.75,1,25000000,0,2,1.207487759,1.20747533,33.81913953,0.04903825229
OMP,call,100,90,0.02,0.75,1,25000000,0,4,0.604588794,0.604581972,33.72271905,-0.0473822309
OMP,call,100,90,0.02,0.75,1,25000000,0,8,0.30676891,0.306755849,33.72249056,-0.04761072189
OMP,call,100,90,0.02,0.75,1,25000000,0,16,0.180116767,0.180103421,33.74018919,-0.02991208703
OMP,call,100,90,0.02,0.75,1,25000000,0,32,0.092777214,0.092768395,33.68277874,-0.08732253745
OMP,call,100,90,0.02,0.75,1,25000000,0,64,0.0968517,0.096844631,33.7403328,-0.02976848395
OMP,call,100,90,0.02,0.75,1,50000000,0,1,4.94134685,4.941333258,33.76549505,-0.004606231344
OMP,call,100,90,0.02,0.75,1,50000000,0,2,2.444866492,2.444855539,33.79108463,0.02098334974
OMP,call,100,90,0.02,0.75,1,50000000,0,4,1.227343965,1.227335368,33.80054741,0.0304461281
OMP,call,100,90,0.02,0.75,1,50000000,0,8,0.674181304,0.674172003,33.78227809,0.01217681254
OMP,call,100,90,0.02,0.75,1,50000000,0,16,0.349059848,0.349049723,33.78659962,0.01649833845
OMP,call,100,90,0.02,0.75,1,50000000,0,32,0.202722326,0.202715545,33.83875827,0.06865698816
OMP,call,100,90,0.02,0.75,1,50000000,0,64,0.219465943,0.219459163,33.8254616,0.0553603235
OMP,call,100,90,0.02,0.75,1,100000000,0,1,9.939732826,9.939724636,33.77807778,0.007976495091
OMP,call,100,90,0.02,0.75,1,100000000,0,2,4.89799422,4.897984136,33.76435127,-0.005750012866
OMP,call,100,90,0.02,0.75,1,100000000,0,4,2.44326339,2.443248694,33.77040126,0.0002999785627
OMP,call,100,90,0.02,0.75,1,100000000,0,8,1.231339954,1.231330619,33.80813213,0.0380308469
OMP,call,100,90,0.02,0.75,1,100000000,0,16,0.628545494,0.628532767,33.72201062,-0.04809066304
OMP,call,100,90,0.02,0.75,1,100000000,0,32,0.374228271,0.374221583,33.71258841,-0.05751286829
OMP,call,100,90,0.02,0.75,1,100000000,0,64,0.450174198,0.45016074,33.81344617,0.04334488754
MPI,call,100,90,0.02,0.75,1,1000000,0,1,0.231139528,0.111477481,33.860743,0.09064172274
MPI,call,100,90,0.02,0.75,1,1000000,0,2,0.184356842,0.055526134,33.70765741,-0.06244387259
MPI,call,100,90,0.02,0.75,1,1000000,0,4,0.167505195,0.028673223,33.69131221,-0.07878907419
MPI,call,100,90,0.02,0.75,1,1000000,0,8,0.170742707,0.017046321,33.60544937,-0.1646519053
MPI,call,100,90,0.02,0.75,1,1000000,0,16,0.238250007,0.009453089,33.78179986,0.01169857866
MPI,call,100,90,0.02,0.75,1,1000000,0,32,0.334636157,0.005050644,33.613299,-0.156802276
MPI,call,100,90,0.02,0.75,1,1000000,0,64,0.569915376,0.014872028,33.74429773,-0.02580355431
MPI,call,100,90,0.02,0.75,1,2000000,0,1,0.339803925,0.219985717,33.78053935,0.01043807143
MPI,call,100,90,0.02,0.75,1,2000000,0,2,0.236425498,0.111041189,33.80182101,0.03171973261
MPI,call,100,90,0.02,0.75,1,2000000,0,4,0.204054215,0.066892143,33.75705975,-0.01304152632
MPI,call,100,90,0.02,0.75,1,2000000,0,8,0.183017916,0.02861982,33.76440101,-0.005700270376
MPI,call,100,90,0.02,0.75,1,2000000,0,16,0.223284859,0.016580784,33.82725186,0.05715057885
MPI,call,100,90,0.02,0.75,1,2000000,0,32,0.325757341,0.013037908,33.71601934,-0.05408193695
MPI,call,100,90,0.02,0.75,1,2000000,0,64,0.603328884,0.016461613,33.72169151,-0.04840976615
MPI,call,100,90,0.02,0.75,1,5000000,0,1,0.678506178,0.558967903,33.71383672,-0.05626455698
MPI,call,100,90,0.02,0.75,1,5000000,0,2,0.419046158,0.285856619,33.77425485,0.004153569628
MPI,call,100,90,0.02,0.75,1,5000000,0,4,0.277154682,0.139335257,33.75724486,-0.0128564202
MPI,call,100,90,0.02,0.75,1,5000000,0,8,0.235821986,0.075326062,33.74515823,-0.02494304518
MPI,call,100,90,0.02,0.75,1,5000000,0,16,0.269071307,0.055868815,33.73922319,-0.03087808919
MPI,call,100,90,0.02,0.75,1,5000000,0,32,0.394833835,0.031697272,33.77701562,0.006914344404
MPI,call,100,90,0.02,0.75,1,5000000,0,64,0.637276228,0.045132156,33.75464124,-0.01546004128
MPI,call,100,90,0.02,0.75,1,10000000,0,1,1.2580635,1.137988467,33.76194515,-0.008156132036
MPI,call,100,90,0.02,0.75,1,10000000,0,2,0.715889839,0.581551667,33.79692142,0.02682013641
MPI,call,100,90,0.02,0.75,1,10000000,0,4,0.425866519,0.285303916,33.77259567,0.002494391202
MPI,call,100,90,0.02,0.75,1,10000000,0,8,0.321376276,0.156021362,33.77829862,0.008197341852
MPI,call,100,90,0.02,0.75,1,10000000,0,16,0.330728846,0.114306,33.76874734,-0.001353936831
MPI,call,100,90,0.02,0.75,1,10000000,0,32,0.459638252,0.069246335,33.77967245,0.009571167572
MPI,call,100,90,0.02,0.75,1,10000000,0,64,0.727766411,0.080999053,33.74051992,-0.02958136121
MPI,call,100,90,0.02,0.75,1,25000000,0,1,2.92665548,2.806322406,33.72512113,-0.04498015401
MPI,call,100,90,0.02,0.75,1,25000000,0,2,1.546941926,1.412962302,33.77128332,0.001182043878
MPI,call,100,90,0.02,0.75,1,25000000,0,4,0.862402833,0.720116322,33.77737433,0.007273053945
MPI,call,100,90,0.02,0.75,1,25000000,0,8,0.565330912,0.412793326,33.77263352,0.002532243934
MPI,call,100,90,0.02,0.75,1,25000000,0,16,0.43182215,0.211787818,33.76822881,-0.001872474356
MPI,call,100,90,0.02,0.75,1,25000000,0,32,0.476089157,0.149070417,33.78251544,0.0124141586
MPI,call,100,90,0.02,0.75,1,25000000,0,64,0.842374228,0.205157292,33.76897363,-0.001127649587
MPI,call,100,90,0.02,0.75,1,50000000,0,1,5.859657945,5.738478427,33.76146437,-0.008636905222
MPI,call,100,90,0.02,0.75,1,50000000,0,2,2.983286813,2.846743068,33.77359266,0.003491375359
MPI,call,100,90,0.02,0.75,1,50000000,0,4,1.597294524,1.458511094,33.7622879,-0.007813375401
MPI,call,100,90,0.02,0.75,1,50000000,0,8,0.889965446,0.734994573,33.79606046,0.02595917973
MPI,call,100,90,0.02,0.75,1,50000000,0,16,0.579767634,0.363258274,33.76804563,-0.002055654942
MPI,call,100,90,0.02,0.75,1,50000000,0,32,0.55964436,0.211914208,33.75999087,-0.01011041236
MPI,call,100,90,0.02,0.75,1,50000000,0,64,0.91714224,0.289662682,33.7668742,-0.003227084167
MPI,call,100,90,0.02,0.75,1,100000000,0,1,11.25378335,11.13341847,33.76178653,-0.008314747012
MPI,call,100,90,0.02,0.75,1,100000000,0,2,5.825146958,5.691247323,33.77607847,0.005977185087
MPI,call,100,90,0.02,0.75,1,100000000,0,4,2.967309603,2.828292291,33.78571124,0.01560996288
MPI,call,100,90,0.02,0.75,1,100000000,0,8,1.652406604,1.502464116,33.7613158,-0.008785475462
MPI,call,100,90,0.02,0.75,1,100000000,0,16,1.254389559,1.043221565,33.7678572,-0.002244079933
MPI,call,100,90,0.02,0.75,1,100000000,0,32,0.770050203,0.459412406,33.75434775,-0.0157535312
MPI,call,100,90,0.02,0.75,1,100000000,0,64,1.254495292,0.638896534,33.78334506,0.01324378116
Hybrid,call,100,90,0.02,0.75,1,1000000,0,1001,0.243607597,0.123828678,33.57747522,-0.1926260577
Hybrid,call,100,90,0.02,0.75,1,2000000,0,1001,0.351396123,0.231048841,33.66348447,-0.1066168117
Hybrid,call,100,90,0.02,0.75,1,5000000,0,1001,0.695546095,0.575109218,33.7586401,-0.01146117868
Hybrid,call,100,90,0.02,0.75,1,10000000,0,1001,1.251763823,1.13187699,33.77686157,0.006760292698
Hybrid,call,100,90,0.02,0.75,1,25000000,0,1001,3.119233106,2.999345526,33.7763149,0.00621362088
Hybrid,call,100,90,0.02,0.75,1,50000000,0,1001,5.941069685,5.819350617,33.76395826,-0.006143019349
Hybrid,call,100,90,0.02,0.75,1,100000000,0,1001,11.81819917,11.69121099,33.76511257,-0.004988705691
Hybrid,call,100,90,0.02,0.75,1,1000000,0,2002,0.183177878,0.056258811,33.90283163,0.1327303525
Hybrid,call,100,90,0.02,0.75,1,1000000,0,2004,0.187079752,0.056643922,33.78461818,0.01451690378
Hybrid,call,100,90,0.02,0.75,1,1000000,0,2008,0.184444129,0.055349796,33.8831359,0.1130346206
Hybrid,call,100,90,0.02,0.75,1,1000000,0,4002,0.168105593,0.029523931,33.86837656,0.0982752842
Hybrid,call,100,90,0.02,0.75,1,1000000,0,4004,0.165244668,0.027772438,33.8864507,0.1163494182
Hybrid,call,100,90,0.02,0.75,1,1000000,0,4008,0.165395747,0.027396388,33.88946477,0.1193634851
Hybrid,call,100,90,0.02,0.75,1,1000000,0,8002,0.166592262,0.017892802,33.57488985,-0.1952114317
Hybrid,call,100,90,0.02,0.75,1,1000000,0,8004,0.168845599,0.016974096,33.53338068,-0.2367205972
Hybrid,call,100,90,0.02,0.75,1,1000000,0,8008,0.170886918,0.017151241,33.45735742,-0.3127438569
Hybrid,call,100,90,0.02,0.75,1,2000000,0,2002,0.247172245,0.115883433,33.61139847,-0.1587028104
Hybrid,call,100,90,0.02,0.75,1,2000000,0,2004,0.250868481,0.118568079,33.68468835,-0.08541292516
Hybrid,call,100,90,0.02,0.75,1,2000000,0,2008,0.269224963,0.137694005,33.87999785,0.1098965715
Hybrid,call,100,90,0.02,0.75,1,2000000,0,4002,0.204900132,0.064691593,33.7438617,-0.02623958122
Hybrid,call,100,90,0.02,0.75,1,2000000,0,4004,0.198770227,0.059472148,33.70473498,-0.06536629974
Hybrid,call,100,90,0.02,0.75,1,2000000,0,4008,0.211935955,0.070890172,33.69765132,-0.07244995965
Hybrid,call,100,90,0.02,0.75,1,2000000,0,8002,0.185561447,0.030725731,33.9120157,0.1419144188
Hybrid,call,100,90,0.02,0.75,1,2000000,0,8004,0.195092041,0.027705951,33.93914346,0.1690421782
Hybrid,call,100,90,0.02,0.75,1,2000000,0,8008,0.183498719,0.027107332,33.95168682,0.1815855449
Hybrid,call,100,90,0.02,0.75,1,5000000,0,2002,0.427512669,0.294388521,33.77430979,0.00420851268
Hybrid,call,100,90,0.02,0.75,1,5000000,0,2004,0.426910781,0.299360753,33.74748611,-0.022615165
Hybrid,call,100,90,0.02,0.75,1,5000000,0,2008,0.419280179,0.289115605,33.76101125,-0.009090025537
Hybrid,call,100,90,0.02,0.75,1,5000000,0,4002,0.284368286,0.149344939,33.75336127,-0.01674001485
Hybrid,call,100,90,0.02,0.75,1,5000000,0,4004,0.293139374,0.154761614,33.83252381,0.06242252939
Hybrid,call,100,90,0.02,0.75,1,5000000,0,4008,0.277513058,0.144554627,33.77625669,0.006155408885
Hybrid,call,100,90,0.02,0.75,1,5000000,0,8002,0.226176895,0.078672978,33.72929534,-0.04080593719
Hybrid,call,100,90,0.02,0.75,1,5000000,0,8004,0.230588464,0.080478274,33.75829337,-0.011807908
Hybrid,call,100,90,0.02,0.75,1,5000000,0,8008,0.228492853,0.071909773,33.7044593,-0.06564197871
Hybrid,call,100,90,0.02,0.75,1,10000000,0,2002,0.700278952,0.569215053,33.73798349,-0.03211779497
Hybrid,call,100,90,0.02,0.75,1,10000000,0,2004,0.712850549,0.582762857,33.73429826,-0.03580301912
Hybrid,call,100,90,0.02,0.75,1,10000000,0,2008,0.70297821,0.570671354,33.83064892,0.06054763938
Hybrid,call,100,90,0.02,0.75,1,10000000,0,4002,0.452935738,0.322365499,33.73979766,-0.030303622
Hybrid,call,100,90,0.02,0.75,1,10000000,0,4004,0.447837636,0.310350075,33.77925525,0.009153965982
Hybrid,call,100,90,0.02,0.75,1,10000000,0,4008,0.421806938,0.291931547,33.80856376,0.03846247969
Hybrid,call,100,90,0.02,0.75,1,10000000,0,8002,0.326118886,0.174941273,33.79380176,0.02370047971
Hybrid,call,100,90,0.02,0.75,1,10000000,0,8004,0.342642097,0.196473046,33.7255616,-0.04453968394
Hybrid,call,100,90,0.02,0.75,1,10000000,0,8008,0.312603713,0.146257565,33.74593616,-0.02416511866
Hybrid,call,100,90,0.02,0.75,1,25000000,0,2002,1.654754558,1.525773116,33.81784602,0.0477447375
Hybrid,call,100,90,0.02,0.75,1,25000000,0,2004,1.570203751,1.44198012,33.73403295,-0.03606833393
Hybrid,call,100,90,0.02,0.75,1,25000000,0,2008,1.553120192,1.420558788,33.78029852,0.01019724313
Hybrid,call,100,90,0.02,0.75,1,25000000,0,4002,0.871692115,0.731241545,33.78280674,0.01270546213
Hybrid,call,100,90,0.02,0.75,1,25000000,0,4004,0.904880792,0.763772951,33.80995399,0.03985271361
Hybrid,call,100,90,0.02,0.75,1,25000000,0,4008,0.892430962,0.757197182,33.7380413,-0.0320599753
Hybrid,call,100,90,0.02,0.75,1,25000000,0,8002,0.526484377,0.37582237,33.7263098,-0.04379147907
Hybrid,call,100,90,0.02,0.75,1,25000000,0,8004,0.529814425,0.374044283,33.7471266,-0.02297467907
Hybrid,call,100,90,0.02,0.75,1,25000000,0,8008,0.52215015,0.362991102,33.75730608,-0.01279520447
Hybrid,call,100,90,0.02,0.75,1,50000000,0,2002,3.030457437,2.894917844,33.73857616,-0.0315251207
Hybrid,call,100,90,0.02,0.75,1,50000000,0,2004,3.011055786,2.876747381,33.74898767,-0.02111360849
Hybrid,call,100,90,0.02,0.75,1,50000000,0,2008,3.0139976,2.879628785,33.76196537,-0.008135905664
Hybrid,call,100,90,0.02,0.75,1,50000000,0,4002,1.576017563,1.437204247,33.76997548,-0.0001257974596
Hybrid,call,100,90,0.02,0.75,1,50000000,0,4004,1.600511544,1.459568722,33.72073163,-0.04936964967
Hybrid,call,100,90,0.02,0.75,1,50000000,0,4008,1.588303407,1.449143813,33.7965402,0.02643891739
Hybrid,call,100,90,0.02,0.75,1,50000000,0,8002,0.870535875,0.713336356,33.77235612,0.002254840055
Hybrid,call,100,90,0.02,0.75,1,50000000,0,8004,0.879538455,0.720891091,33.76367262,-0.006428663102
Hybrid,call,100,90,0.02,0.75,1,50000000,0,8008,0.874047233,0.721976961,33.71980333,-0.05029794626
Hybrid,call,100,90,0.02,0.75,1,100000000,0,2002,6.063864069,5.928692099,33.78114956,0.01104828245
Hybrid,call,100,90,0.02,0.75,1,100000000,0,2004,6.262416556,6.132450761,33.74017582,-0.02992545595
Hybrid,call,100,90,0.02,0.75,1,100000000,0,2008,6.227017701,6.095196166,33.75337934,-0.0167219365
Hybrid,call,100,90,0.02,0.75,1,100000000,0,4002,3.243506933,3.100827213,33.76801828,-0.002082998817
Hybrid,call,100,90,0.02,0.75,1,100000000,0,4004,3.119999809,2.973870046,33.78640436,0.01630307598
Hybrid,call,100,90,0.02,0.75,1,100000000,0,4008,3.077585722,2.936812341,33.76450917,-0.005592114169
Hybrid,call,100,90,0.02,0.75,1,100000000,0,8002,1.674595836,1.512023523,33.77162199,0.001520705841
Hybrid,call,100,90,0.02,0.75,1,100000000,0,8004,1.661017463,1.504796284,33.78091851,0.0108172288
Hybrid,call,100,90,0.02,0.75,1,100000000,0,8008,1.634090506,1.472976436,33.784586,0.01448472451
Serial,call,100,95,0.02,0.75,1,1000000,0,0,0.10021285,0.100203346,31.78670276,-0.0004919462462
Serial,call,100,95,0.02,0.75,1,2000000,0,0,0.196912802,0.196891923,31.82236748,0.035172767
Serial,call,100,95,0.02,0.75,1,5000000,0,0,0.469180632,0.469171751,31.76767056,-0.01952414936
Serial,call,100,95,0.02,0.75,1,10000000,0,0,0.964077064,0.964065967,31.76748866,-0.01970604708
Serial,call,100,95,0.02,0.75,1,25000000,0,0,2.437163263,2.437146112,31.82372431,0.03652959968
Serial,call,100,95,0.02,0.75,1,50000000,0,0,4.704438152,4.70443026,31.78902399,0.001829284269
Serial,call,100,95,0.02,0.75,1,100000000,0,0,9.500974718,9.500961594,31.78753645,0.000341737581
OMP,call,100,95,0.02,0.75,1,1000000,0,1,0.095687563,0.095680286,31.79743838,0.01024366923
OMP,call,100,95,0.02,0.75,1,1000000,0,2,0.052624304,0.052617651,31.68509236,-0.1021023479
OMP,call,100,95,0.02,0.75,1,1000000,0,4,0.031725394,0.031719856,31.91316214,0.1259674299
OMP,call,100,95,0.02,0.75,1,1000000,0,8,0.018333648,0.018319385,31.94336241,0.1561676984
OMP,call,100,95,0.02,0.75,1,1000000,0,16,0.010008046,0.010000863,31.95796613,0.1707714161
OMP,call,100,95,0.02,0.75,1,1000000,0,32,0.008867589,0.008861126,31.88301729,0.09582258052
OMP,call,100,95,0.02,0.75,1,1000000,0,64,0.008418749,0.00841351,32.02486213,0.2376674241
OMP,call,100,95,0.02,0.75,1,2000000,0,1,0.225351389,0.22534494,31.82149775,0.03430303941
OMP,call,100,95,0.02,0.75,1,2000000,0,2,0.120868,0.120859358,31.79215959,0.004964880953
OMP,call,100,95,0.02,0.75,1,2000000,0,4,0.061997064,0.061989065,31.67533078,-0.1118639275
OMP,call,100,95,0.02,0.75,1,2000000,0,8,0.031052813,0.031043295,31.86153606,0.07434134897
OMP,call,100,95,0.02,0.75,1,2000000,0,16,0.018216303,0.018206536,31.9671014,0.1799066939
OMP,call,100,95,0.02,0.75,1,2000000,0,32,0.017433164,0.017426638,32.11072482,0.3235301133
OMP,call,100,95,0.02,0.75,1,2000000,0,64,0.012033251,0.012024486,32.07305592,0.2858612129
OMP,call,100,95,0.02,0.75,1,5000000,0,1,0.56597665,0.565965105,31.79985846,0.01266374736
OMP,call,100,95,0.02,0.75,1,5000000,0,2,0.255587496,0.255576715,31.73113507,-0.05605964414
OMP,call,100,95,0.02,0.75,1,5000000,0,4,0.125339395,0.125324425,31.75155135,-0.03564335557
OMP,call,100,95,0.02,0.75,1,5000000,0,8,0.071066591,0.07105637,31.85189454,0.06469982808
OMP,call,100,95,0.02,0.75,1,5000000,0,16,0.041126144,0.041103311,31.83837501,0.05118029943
OMP,call,100,95,0.02,0.75,1,5000000,0,32,0.023660321,0.023647519,31.91335329,0.1261585792
OMP,call,100,95,0.02,0.75,1,5000000,0,64,0.02279378,0.022786295,31.95115517,0.1639604552
OMP,call,100,95,0.02,0.75,1,10000000,0,1,1.012462678,1.012456154,31.7597074,-0.02748730989
OMP,call,100,95,0.02,0.75,1,10000000,0,2,0.489174261,0.489161587,31.78424732,-0.00294739213
OMP,call,100,95,0.02,0.75,1,10000000,0,4,0.259614199,0.259602127,31.78219567,-0.004999044603
OMP,call,100,95,0.02,0.75,1,10000000,0,8,0.132413843,0.13240177,31.70681545,-0.08037925702
OMP,call,100,95,0.02,0.75,1,10000000,0,16,0.071241448,0.071222821,31.72111923,-0.06607548229
OMP,call,100,95,0.02,0.75,1,10000000,0,32,0.043653966,0.043642104,31.72177113,-0.06542357896
OMP,call,100,95,0.02,0.75,1,10000000,0,64,0.040989551,0.040983592,31.7188838,-0.06831090832
OMP,call,100,95,0.02,0.75,1,25000000,0,1,2.41761059,2.417604988,31.77830872,-0.008885993753
OMP,call,100,95,0.02,0.75,1,25000000,0,2,1.204589028,1.204581223,31.77206697,-0.0151277357
OMP,call,100,95,0.02,0.75,1,25000000,0,4,0.614405317,0.614391891,31.77915689,-0.008037820946
OMP,call,100,95,0.02,0.75,1,25000000,0,8,0.32605446,0.326038527,31.7539522,-0.03324251161
OMP,call,100,95,0.02,0.75,1,25000000,0,16,0.170276268,0.170264192,31.80387312,0.01667840545
OMP,call,100,95,0.02,0.75,1,25000000,0,32,0.103314723,0.103308156,31.69167014,-0.09552457124
OMP,call,100,95,0.02,0.75,1,25000000,0,64,0.105762648,0.105757389,31.82967438,0.04247967226
OMP,call,100,95,0.02,0.75,1,50000000,0,1,4.843689256,4.84368379,31.78226639,-0.004928324828
OMP,call,100,95,0.02,0.75,1,50000000,0,2,2.463055371,2.463042787,31.79173358,0.004538873902
OMP,call,100,95,0.02,0.75,1,50000000,0,4,1.234753428,1.234730646,31.79486984,0.00767513115
OMP,call,100,95,0.02,0.75,1,50000000,0,8,0.622772441,0.622763081,31.79686127,0.009666557241
OMP,call,100,95,0.02,0.75,1,50000000,0,16,0.329501023,0.329494656,31.79699833,0.009803617935
OMP,call,100,95,0.02,0.75,1,50000000,0,32,0.222805778,0.222800019,31.7816462,-0.005548510148
OMP,call,100,95,0.02,0.75,1,50000000,0,64,0.221988988,0.221980019,31.82230639,0.03511167941
OMP,call,100,95,0.02,0.75,1,100000000,0,1,9.6222911,9.622284748,31.79974944,0.01255473025
OMP,call,100,95,0.02,0.75,1,100000000,0,2,5.148068849,5.148063231,31.78406372,-0.00313098889
OMP,call,100,95,0.02,0.75,1,100000000,0,4,2.466960567,2.466952583,31.79271753,0.005522820372
OMP,call,100,95,0.02,0.75,1,100000000,0,8,1.246885357,1.246871664,31.78112076,-0.006073945995
OMP,call,100,95,0.02,0.75,1,100000000,0,16,0.652594557,0.652584761,31.7893809,0.002186190647
OMP,call,100,95,0.02,0.75,1,100000000,0,32,0.426473064,0.426467056,31.81186984,0.02467513449
OMP,call,100,95,0.02,0.75,1,100000000,0,64,0.433706826,0.433700321,31.78176771,-0.005426998541
MPI,call,100,95,0.02,0.75,1,1000000,0,1,0.25162792,0.121368992,31.77781526,-0.00937944899
MPI,call,100,95,0.02,0.75,1,1000000,0,2,0.193139701,0.066789077,31.73696711,-0.05022759959
MPI,call,100,95,0.02,0.75,1,1000000,0,4,0.168591771,0.03244663,31.76746847,-0.01972624099
MPI,call,100,95,0.02,0.75,1,1000000,0,8,0.16531389,0.018011798,31.68734361,-0.09985109952
MPI,call,100,95,0.02,0.75,1,1000000,0,16,0.211294687,0.011908534,31.79418142,0.00698670823
MPI,call,100,95,0.02,0.75,1,1000000,0,32,0.328876928,0.009049664,31.76470619,-0.02248851996
MPI,call,100,95,0.02,0.75,1,1000000,0,64,0.585043744,0.025739404,31.79368118,0.0064864698
MPI,call,100,95,0.02,0.75,1,2000000,0,1,0.353977344,0.234190167,31.85154044,0.06434573263
MPI,call,100,95,0.02,0.75,1,2000000,0,2,0.249653132,0.126308808,31.85088731,0.06369259959
MPI,call,100,95,0.02,0.75,1,2000000,0,4,0.198917554,0.059826478,31.77831087,-0.008883839792
MPI,call,100,95,0.02,0.75,1,2000000,0,8,0.179154092,0.028398171,31.86452795,0.07733323742
MPI,call,100,95,0.02,0.75,1,2000000,0,16,0.225678113,0.022550001,31.83220011,0.04500540399
MPI,call,100,95,0.02,0.75,1,2000000,0,32,0.330722016,0.010342215,31.82078231,0.03358760182
MPI,call,100,95,0.02,0.75,1,2000000,0,64,0.582549873,0.004983395,31.83373739,0.04654267849
MPI,call,100,95,0.02,0.75,1,5000000,0,1,0.672196769,0.553701366,31.79902806,0.01183335381
MPI,call,100,95,0.02,0.75,1,5000000,0,2,0.407273452,0.281453596,31.82102115,0.03382644243
MPI,call,100,95,0.02,0.75,1,5000000,0,4,0.296402423,0.160288339,31.72706006,-0.06013464561
MPI,call,100,95,0.02,0.75,1,5000000,0,8,0.229022381,0.074649432,31.7911944,0.003999688707
MPI,call,100,95,0.02,0.75,1,5000000,0,16,0.241858364,0.041351659,31.80724722,0.02005251415
MPI,call,100,95,0.02,0.75,1,5000000,0,32,0.356865121,0.025319147,31.79250546,0.005310752928
MPI,call,100,95,0.02,0.75,1,5000000,0,64,0.649344202,0.043324159,31.74718074,-0.04001397366
MPI,call,100,95,0.02,0.75,1,10000000,0,1,1.054975704,0.927844026,31.7812542,-0.005940509382
MPI,call,100,95,0.02,0.75,1,10000000,0,2,0.597906966,0.475278496,31.78492172,-0.002272994282
MPI,call,100,95,0.02,0.75,1,10000000,0,4,0.37174952,0.237430822,31.79585104,0.008656325153
MPI,call,100,95,0.02,0.75,1,10000000,0,8,0.292413228,0.152859134,31.78428426,-0.00291045266
